timestamp,asset,decision,outcome,success,regime,reason,confluence_score
2026-02-06 01:32:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 01:33:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 01:34:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:35:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:36:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:37:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:38:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:39:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:40:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 01:41:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:42:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:43:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:44:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:45:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:46:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 01:47:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:48:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:49:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:50:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:51:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:52:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:53:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:54:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:55:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:56:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:57:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 01:58:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 01:59:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:00:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:01:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:02:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:03:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:04:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:05:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:06:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:07:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:08:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:09:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:10:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:11:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:12:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:13:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:14:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:15:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:16:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:17:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:18:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:19:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:20:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:21:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:22:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:23:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:24:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:25:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:26:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:27:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:28:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:29:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:30:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:31:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:32:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:33:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:34:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:35:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:36:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:37:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:38:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:39:34.819827,BTCUSD,DOWN,DOWN,1,pa,Dynamic Breakout DOWN (Dev 2.5 + RSI 0.0),1.0
2026-02-06 02:40:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:41:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:42:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:43:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:44:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:45:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:46:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:47:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:48:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:49:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:50:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:51:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:52:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:53:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:54:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:55:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 02:56:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:57:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:58:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 02:59:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:00:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:01:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:02:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:03:34.819827,BTCUSD,WAIT,DOWN,0,pa,No signal,1.0
2026-02-06 03:04:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:05:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:06:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:07:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:08:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:09:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
2026-02-06 03:10:34.819827,BTCUSD,WAIT,UP,0,pa,No signal,1.0
